5.000000000000001e-01 8.991131089254800e-01 4.293303797997675e-01 8.239022574276534e-01 2.831112252586028e+00 5.158092933847426e+00 1.696639072543702e-01 2.264052288745479e+00 1.684871505894586e+00
1.000000000000000e+00 5.374597417121340e+00 4.290356664848643e-01 8.246253341507506e-01 2.832641888804499e+00 6.148891078116283e+00 1.740457026266923e-01 2.258202241313465e+00 1.692538332479502e+00
1.500000000000000e+00 3.564283789712697e+00 4.296509370460580e-01 8.237390370799408e-01 2.837275260203274e+00 8.646543309278769e-01 1.828041914006318e-01 2.279145445697489e+00 1.642347531800352e+00
2.000000000000000e+00 1.765298991928002e+00 4.305429159994401e-01 8.232508616566105e-01 2.835081097891244e+00 1.822660387802927e+00 1.870171250190988e-01 2.295015434720966e+00 1.597382641124945e+00
2.500000000000000e+00 6.244848964771881e+00 4.302074162695000e-01 8.238799434800049e-01 2.835691864125476e+00 2.797002287043915e+00 1.815806894293885e-01 2.281390521847109e+00 1.585817322372836e+00
3.000000000000000e+00 4.350590356663504e+00 4.301609165092008e-01 8.235610721203764e-01 2.835956105230126e+00 3.756068568954451e+00 1.786785330324643e-01 2.281603285297697e+00 1.587763807908844e+00
3.500000000000000e+00 2.547984267466610e+00 4.297590478938830e-01 8.237113805284796e-01 2.835157404025626e+00 4.727673760331045e+00 1.808815577405897e-01 2.278666331467775e+00 1.588283443725998e+00
4.000000000000001e+00 7.434744392255048e-01 4.309371459863203e-01 8.234130266733268e-01 2.835575871794729e+00 5.705295974921882e+00 1.775922499355266e-01 2.288615924041198e+00 1.562395549787316e+00
4.500000000000001e+00 5.225547679122750e+00 4.305720652819152e-01 8.237160326353675e-01 2.835951930833145e+00 3.887240577154181e-01 1.763930459950654e-01 2.281640888597271e+00 1.580324129131121e+00
5.000000000000001e+00 3.412368959575865e+00 4.274141344674932e-01 8.243128741189096e-01 2.837962469470316e+00 1.399627012623675e+00 1.824417370979212e-01 2.254752156369912e+00 1.687417635659385e+00
5.500000000000001e+00 1.603707695843187e+00 4.287463447592589e-01 8.236409153247269e-01 2.839118448859134e+00 2.393675180006422e+00 1.897448432976325e-01 2.278645075828173e+00 1.733239168561234e+00
6.000000000000000e+00 6.083798724887236e+00 4.283832190042597e-01 8.238367307569664e-01 2.839313648490435e+00 3.367116237746409e+00 1.908292168426613e-01 2.274707060279767e+00 1.721564090944280e+00
6.500000000000001e+00 4.277735529311062e+00 4.281959594278544e-01 8.239157930380477e-01 2.839248385454553e+00 4.350727282811526e+00 1.897453999724709e-01 2.271414828098601e+00 1.708665919907084e+00
7.000000000000001e+00 2.474234217049167e+00 4.284542767540849e-01 8.238318029860653e-01 2.837909508951338e+00 5.325764800496890e+00 1.887998392278271e-01 2.273528584986400e+00 1.718032824309804e+00
7.500000000000001e+00 6.653252082436580e-01 4.292003555581988e-01 8.237936632903151e-01 2.841393732983343e+00 3.617707017970773e-02 1.936579019652344e-01 2.284518273528561e+00 1.678423219323770e+00
8.000000000000002e+00 5.147553289771750e+00 4.296261203784078e-01 8.231341910381877e-01 2.841427620778649e+00 1.001271449402433e+00 1.930207235103078e-01 2.293874151382958e+00 1.653756087269604e+00
8.500000000000000e+00 3.347251649304205e+00 4.290903125390292e-01 8.236968303173988e-01 2.837980867984362e+00 1.963740827170339e+00 1.849342997557603e-01 2.276720166855983e+00 1.639159579169927e+00
