5.000000000000001e-01 8.991154419005669e-01 4.293286346515782e-01 8.239026386575500e-01 2.831109533441690e+00 5.156511541130763e+00 1.697170278872641e-01 2.263813449229993e+00 1.684774790441552e+00
1.000000000000000e+00 5.374591685866969e+00 4.290356809195007e-01 8.246256231759392e-01 2.832639876339629e+00 6.147483052041169e+00 1.741030614037805e-01 2.257983498425638e+00 1.692340160059906e+00
1.500000000000000e+00 3.564298284379609e+00 4.296579642331707e-01 8.237378072069569e-01 2.837265410569735e+00 8.633155467296847e-01 1.828185994501053e-01 2.278964146205834e+00 1.641979776289698e+00
2.000000000000000e+00 1.765324046895831e+00 4.305461487616641e-01 8.232524019953097e-01 2.835063613489210e+00 1.821426592747329e+00 1.869847165685312e-01 2.294733535602933e+00 1.596925090733136e+00
2.500000000000000e+00 6.244857775056980e+00 4.302109354464853e-01 8.238815033231189e-01 2.835675088895636e+00 2.795973423755154e+00 1.815359288858274e-01 2.281102315721749e+00 1.585424001315834e+00
3.000000000000000e+00 4.350590146688319e+00 4.301647700299067e-01 8.235619952977197e-01 2.835940368628464e+00 3.755217476696544e+00 1.786326179278308e-01 2.281323785536994e+00 1.587406000451740e+00
3.500000000000000e+00 2.547973252466388e+00 4.297620351310524e-01 8.237126356351842e-01 2.835142686366824e+00 4.727008313822612e+00 1.808389291959043e-01 2.278378769553444e+00 1.587902173390832e+00
4.000000000000001e+00 7.434551815874304e-01 4.309405383916150e-01 8.234140613690115e-01 2.835558948433631e+00 5.704807614400620e+00 1.775453476504398e-01 2.288330536028995e+00 1.562016269640436e+00
4.500000000000001e+00 5.225518389538806e+00 4.305750027895847e-01 8.237175933097988e-01 2.835935419872449e+00 3.884189292324267e-01 1.763465422934339e-01 2.281347777243987e+00 1.579971844721989e+00
5.000000000000001e+00 3.412320227813547e+00 4.274150814445144e-01 8.243147569440271e-01 2.837948140092802e+00 1.399542718543253e+00 1.823990646143534e-01 2.254442833239839e+00 1.687175581304988e+00
5.500000000000001e+00 1.603642360899267e+00 4.287474048913154e-01 8.236428035554086e-01 2.839104691638106e+00 2.393800072306647e+00 1.896990375347268e-01 2.278330076156931e+00 1.733036102953740e+00
6.000000000000000e+00 6.083719050411322e+00 4.283842382361238e-01 8.238384795189303e-01 2.839299735286190e+00 3.367441126589952e+00 1.907852863703487e-01 2.274394740043769e+00 1.721363782642060e+00
6.500000000000001e+00 4.277640643061957e+00 4.281969219214303e-01 8.239177767376739e-01 2.839234469416388e+00 4.351255596806258e+00 1.897030089627998e-01 2.271101700605495e+00 1.708453181292562e+00
7.000000000000001e+00 2.474125258073485e+00 4.284559735702009e-01 8.238335522081809e-01 2.837894889287767e+00 5.326491666171644e+00 1.887531704868890e-01 2.273220117174546e+00 1.717825963295500e+00
7.500000000000001e+00 6.651923309115393e-01 4.292003334435218e-01 8.237963509567127e-01 2.841386630691154e+00 3.714030666711743e-02 1.936381938348609e-01 2.284208914604469e+00 1.678211620975461e+00
8.000000000000002e+00 5.147406352686467e+00 4.296279393727220e-01 8.231347493060974e-01 2.841422827963743e+00 1.002429614235476e+00 1.930178885053440e-01 2.293615786504830e+00 1.653452130129203e+00
8.500000000000000e+00 3.347124900289572e+00 4.291004365432972e-01 8.236941601596954e-01 2.837979473899399e+00 1.964969137630677e+00 1.849794369245223e-01 2.276605415977017e+00 1.638557778820089e+00
9.000000000000002e+00 1.538615945519318e+00 4.291400478109221e-01 8.240289771520806e-01 2.840463752866979e+00 2.957825119586513e+00 1.774880914570438e-01 2.267340363446629e+00 1.649142302622547e+00
9.500000000000000e+00 6.017155650940987e+00 4.290016577045865e-01 8.238292714974816e-01 2.840080546571928e+00 3.937467176347662e+00 1.780796533120784e-01 2.268598074066989e+00 1.655601676129734e+00
1.000000000000000e+01 4.210898602525980e+00 4.287968957732790e-01 8.241512115494387e-01 2.839976653637514e+00 4.922458230798157e+00 1.795920146584179e-01 2.265076434602716e+00 1.645865714416805e+00
1.050000000000000e+01 2.405960378884799e+00 4.298286532223484e-01 8.238184538580333e-01 2.839303723356672e+00 5.902424355474219e+00 1.752010318996488e-01 2.273200380120397e+00 1.636129479929872e+00
1.100000000000000e+01 5.962320454167518e-01 4.276549092103125e-01 8.250276185882683e-01 2.842229558530786e+00 6.180203645535709e-01 1.830395854295173e-01 2.250146957107442e+00 1.707453147281505e+00
1.150000000000000e+01 5.067738738609151e+00 4.274699242007309e-01 8.240427730506364e-01 2.844410312429666e+00 1.622767818138711e+00 1.940914766563559e-01 2.267828041677971e+00 1.717429961891474e+00
1.200000000000000e+01 3.264989072239691e+00 4.286791327987122e-01 8.234033275573752e-01 2.844884392937740e+00 2.595337037639204e+00 2.021767809924545e-01 2.291693301693021e+00 1.732421570603577e+00
1.250000000000000e+01 1.462172401988671e+00 4.279043349258090e-01 8.237492193773008e-01 2.845738533811680e+00 3.567133775666596e+00 2.014162504058303e-01 2.281133059658675e+00 1.708385006199358e+00
1.300000000000000e+01 5.942247017337907e+00 4.281688574612036e-01 8.234611248369166e-01 2.845043684483473e+00 4.540410576576488e+00 1.994579365174739e-01 2.284260679953934e+00 1.712049105695169e+00
1.350000000000000e+01 4.139844732267694e+00 4.280536816105402e-01 8.237581331597307e-01 2.844813718724751e+00 5.511455351193598e+00 2.009481592620340e-01 2.281845631419031e+00 1.714866704301436e+00
1.400000000000000e+01 2.335243654931782e+00 4.293981971156621e-01 8.232758612047539e-01 2.847259482756950e+00 2.059094904753973e-01 2.002470866138733e-01 2.297107827367024e+00 1.671715375581437e+00
1.450000000000000e+01 5.366596505170111e-01 4.285101546147003e-01 8.235743223413512e-01 2.845557002757765e+00 1.163041394156884e+00 1.931299112747190e-01 2.280119042691351e+00 1.681246241711466e+00
1.500000000000000e+01 5.010550329589488e+00 4.275072251862260e-01 8.245186485267133e-01 2.843995901923508e+00 2.158724442134975e+00 1.849868981116835e-01 2.255469733449500e+00 1.727115056388763e+00
1.550000000000000e+01 3.200440160300115e+00 4.278626451764267e-01 8.241868450184732e-01 2.845895813614836e+00 3.158232722079710e+00 1.817549349584676e-01 2.258819476778887e+00 1.757790009616020e+00
1.600000000000000e+01 1.394074336161392e+00 4.272619063583170e-01 8.242364775225650e-01 2.845046142975789e+00 4.144090045630795e+00 1.840953403004817e-01 2.255378587908834e+00 1.751995985172957e+00
1.650000000000000e+01 5.868560171676300e+00 4.278854289393118e-01 8.240523502746945e-01 2.844702126353198e+00 5.137868490912416e+00 1.813144101317557e-01 2.259923244411637e+00 1.740746813935960e+00
1.700000000000000e+01 4.062960319659265e+00 4.280878289104390e-01 8.240497484945959e-01 2.844306371135765e+00 6.121238903352257e+00 1.801809158300120e-01 2.260665843003038e+00 1.746632373788149e+00
1.750000000000000e+01 2.247639594980541e+00 4.266446662353772e-01 8.239453367088428e-01 2.851158346251738e+00 8.567598763765147e-01 1.971966856333418e-01 2.264789015855854e+00 1.754911231707082e+00
1.800000000000000e+01 4.427117084302630e-01 4.279195256472790e-01 8.233297154057808e-01 2.850086445101244e+00 1.836593354443849e+00 2.060281691001009e-01 2.289803472985036e+00 1.745553897968488e+00
1.850000000000000e+01 4.926221540454785e+00 4.281491481060353e-01 8.234723244918172e-01 2.850446044974120e+00 2.797595027509162e+00 2.082141358148971e-01 2.292510278333159e+00 1.733151468805207e+00
1.900000000000000e+01 3.122203786225933e+00 4.275900891548387e-01 8.236089991537344e-01 2.851403378844966e+00 3.773504423743120e+00 2.053920944388703e-01 2.283718124972669e+00 1.716975254733786e+00
1.950000000000000e+01 1.320459309069516e+00 4.277020551916006e-01 8.235382742776116e-01 2.850075502994034e+00 4.741964355523445e+00 2.051717330101123e-01 2.285122470946190e+00 1.724381689644932e+00
2.000000000000000e+01 5.799001927703779e+00 4.282190296542833e-01 8.236931545800994e-01 2.850818972920958e+00 5.720098943126741e+00 2.057581693231594e-01 2.288520501145239e+00 1.706008165142548e+00
2.050000000000000e+01 3.998258256850747e+00 4.289348846500572e-01 8.232234845236891e-01 2.851132561730036e+00 4.012368764947816e-01 2.031368377432484e-01 2.296514121366651e+00 1.690445809312330e+00
2.100000000000000e+01 2.192076963764162e+00 4.257879268236975e-01 8.245285896648941e-01 2.849066627074025e+00 1.386436897226853e+00 1.960144179821446e-01 2.251014638383819e+00 1.788320010933100e+00
2.150000000000000e+01 3.805267102836023e-01 4.264014079577784e-01 8.243896391259397e-01 2.850962640473650e+00 2.391246513204049e+00 1.965076843547700e-01 2.257863513496948e+00 1.829760745223430e+00
